,week,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
1905,1,ropi01,939798,"Holle BIO Kapsička banán, jablko, mango a meruňka",108.0,"[100, 50, 20]",4,3.0,3.0,4,4,3
1906,1,ropi01,940050,Bref Pro Nature Grapefruit,208.0,"[220, 145, 41]",7,7.0,7.0,7,7,7
1907,1,ropi01,940737,Kotányi Kuře Tikka Masala,20.0,"[160, 104, 10]",2,2.0,2.0,5,2,2
1908,1,ropi01,941601,L'OR Colombia Single Origin kapsle,80.0,"[155, 33, 79]",6,6.0,6.0,6,6,6
1909,1,ropi01,941850,Allnature Kroužky jogurtové bezlepkové,82.0,"[210, 100, 50]",8,8.0,8.0,8,8,8
1910,1,ropi01,941913,Allnature Sloni jablko-skořice bezlepkové,85.0,"[190, 130, 60]",3,3.0,3.0,3,3,3
1911,1,ropi01,942711,Frosch EKO WC blok limetka,68.0,"[167, 35, 135]",3,3.0,3.0,3,3,3
1912,1,ropi01,943104,Probrands Protein chips bbq a paprika,54.0,"[55, 210, 170]",1,1.0,1.0,1,1,1
1913,1,ropi01,943107,Probrands Protein chips solené,56.0,"[55, 210, 170]",2,2.0,2.0,2,2,2
1914,1,ropi01,943125,Healthyco Proteinella White Chocolate,236.0,"[76, 70, 70]",2,1.0,1.0,4,2,1
1915,1,ropi01,943326,Santa Maria Burrito seasoning mix,30.0,"[120, 155, 10]",1,1.0,1.0,1,1,1
1916,1,ropi01,943332,Santa Maria Chili ConCarne seasoning mix,30.0,"[120, 155, 10]",2,2.0,2.0,2,2,2
1917,1,ropi01,943899,Casa Vecchio Antropos Biovette krekry s příchutí rozmarýnu,180.0,"[220, 60, 115]",4,4.0,4.0,4,4,4
1918,1,ropi01,944049,Koření od Antonína Pepř černý celý Tellicherry,38.0,"[130, 86, 80]",5,5.0,5.0,5,5,5
1919,1,ropi01,944223,L'OR India kapsle,82.0,"[155, 33, 79]",7,7.0,7.0,7,7,7
1920,1,ropi01,944256,Koření od Antonína Bejby špagety,44.0,"[130, 86, 80]",2,2.0,2.0,2,2,2
1921,1,ropi01,944298,Koření od Antonína Italské těstoviny,40.0,"[130, 86, 80]",2,2.0,2.0,2,2,2
1922,1,ropi01,944394,Wrigley's Airwaves Classic Cool žvýkačky dóza,80.0,"[80, 54, 54]",5,4.0,4.0,5,5,4
1923,1,ropi01,944397,Wrigley's Airwaves Extreme žvýkačky dóza,80.0,"[80, 54, 54]",1,0.0,,8,8,0
1924,1,ropi01,945009,Druid Vegetariánská brokolicová pomazánka bez lepku,104.0,"[28, 83, 83]",2,3.0,2.0,3,3,3
1925,1,ropi01,945099,Mixit Mixitka BEZ LEPKU Káva + Kešu,60.0,"[30, 90, 15]",2,2.0,2.0,5,5,2
1926,1,ropi01,945150,Mixit Malé křupavé ovoce,150.0,"[130, 100, 100]",5,5.0,5.0,5,5,5
1927,1,ropi01,945420,Pedigree Dentastix fresh medium pro psy 10–25 kg,181.0,"[214, 95, 29]",4,4.0,4.0,4,4,4
1928,1,ropi01,945438,Pedigree Schmackos pamlsky multi mix příchutí pro psy 12 ks,96.0,"[210, 114, 9]",2,2.0,2.0,2,2,2
1929,1,ropi01,945441,Snatt´s Humusové tyčinky bazalka a petržel,90.0,"[240, 140, 60]",9,9.0,9.0,9,9,9
1930,1,ropi01,945447,Cesar Kapsičky pro psy s masem a zeleninou v želé 4 × 100 g,417.0,"[143, 180, 29]",4,4.0,4.0,4,4,4
1931,1,ropi01,945459,Cesar Kapsičky pro psy hovězí s mrkví a kuřecí se zeleninou v omáčce 4 × 100 g,420.0,"[146, 176, 29]",6,6.0,6.0,7,7,6
1932,1,ropi01,945705,SENS Protein bezlepkové krekry s cvrččí moukou - Černé olivy,61.0,"[145, 80, 20]",1,1.0,1.0,1,1,1
1933,1,ropi01,946122,Calvo Tuňák v BIO extra panenském olivovém oleji,280.0,"[68, 200, 36]",4,5.0,4.0,7,7,5
1934,1,ropi01,946128,Calvo Zero Tuňák ve vlastní šťávě Fat free,280.0,"[68, 200, 36]",5,5.0,5.0,5,5,5
1935,1,ropi01,946182,Bonavita Active Knäckebrot dýňová semínka a sýr,184.0,"[200, 90, 65]",9,9.0,9.0,9,9,9
1936,1,ropi01,946257,Bonavita Active Celozrnné kukuřičné chlebíčky s rýží,126.0,"[190, 80, 80]",10,10.0,10.0,10,10,10
1937,1,ropi01,946581,Akinu Kuřecí řezanky pro kočky,60.0,"[180, 110, 18]",7,6.0,6.0,7,7,6
1938,1,ropi01,946734,4Slim Sladidlo z čekanky klasik,374.0,"[137, 75, 43]",10,2.0,2.0,10,10,2
1939,1,ropi01,946749,Bianca Truffles extra hořké,205.0,"[110, 140, 80]",1,1.0,1.0,1,1,1
1940,1,ropi01,946896,Koření od Antonína Zátar,30.0,"[130, 80, 10]",2,2.0,2.0,3,2,2
1941,1,ropi01,946968,Kotányi Šalvěj krájená,10.0,"[140, 104, 10]",2,2.0,2.0,2,2,2
1942,1,ropi01,947529,Starbucks Single-Origin Colombia mletá jednodruhová káva,220.0,"[175, 90, 64]",4,4.0,4.0,5,5,4
1943,1,ropi01,947535,Veganz BIO Bílá čokoláda s rýžovým nápojem a kokosovými lupínky,86.0,"[155, 78, 8]",1,1.0,1.0,1,1,1
1944,1,ropi01,947568,Veganz BIO Bílá čokoláda s rýžovým nápojem s jahodami a křupinkami,86.0,"[155, 78, 9]",3,3.0,3.0,3,3,3
1945,1,ropi01,947637,Veganz BIO Sušenky s citronovým olejem,154.0,"[175, 90, 60]",3,3.0,3.0,3,3,3
1946,1,ropi01,948546,Strips Chips BIO Cizrna s česnekem,90.0,"[200, 100, 10]",1,1.0,1.0,1,1,1
1947,1,ropi01,948618,Strips Chips BIO čočka Italia,94.0,"[200, 100, 100]",2,2.0,2.0,2,2,2
1948,1,ropi01,948651,Strips Chips BIO fazole Mexico,100.0,"[200, 100, 100]",1,0.0,,1,1,0
1949,1,ropi01,948999,Čongrády Škvarková pomazánka,214.0,"[73, 54, 73]",2,2.0,2.0,2,2,2
1950,1,ropi01,949002,Čongrády Vepřové maso ve vlastní šťávě,344.0,"[73, 83, 73]",1,1.0,1.0,1,1,1
1951,1,ropi01,949230,NUPO dieta Nápoj Borůvka - malina,490.0,"[165, 125, 100]",1,1.0,1.0,1,1,1
1952,1,ropi01,949353,Pedro Opičky a banány,80.0,"[168, 120, 15]",3,3.0,3.0,3,3,3
1953,1,ropi01,949647,Cadbury Eclairs bonbóny,174.0,"[165, 110, 30]",5,5.0,5.0,5,5,5
1954,1,ropi01,949662,Frosch Tablety do myčky citrón,570.0,"[133, 139, 48]",5,5.0,5.0,5,5,5
1955,1,ropi01,949827,Country Life BIO Třtinová šťáva sušená,253.0,"[145, 100, 50]",3,3.0,3.0,3,3,3
1956,1,ropi01,949953,Kastner medové perníčky,300.0,"[230, 140, 80]",1,1.0,1.0,1,1,1
1957,1,ropi01,950397,PICKWICK čaj Malina,70.0,"[68, 61, 121]",19,19.0,19.0,19,19,19
1958,1,ropi01,951126,Hami Disney Cars Kapsička jablíčko,119.0,"[175, 86, 42]",6,4.0,4.0,6,6,4
1959,1,ropi01,951138,Hami Disney Cars Kapsička ovocný koktejl,119.0,"[175, 86, 42]",3,5.0,4.0,5,5,5
1960,1,ropi01,951828,Extrifit Train hard! Agrezz® mango-ananas,24.0,"[145, 100, 3]",1,1.0,1.0,1,1,1
1961,1,ropi01,951939,Extrifit Protein Break! Čokoláda,100.0,"[165, 125, 10]",1,0.0,,1,1,0
1962,1,ropi01,958911,Ahmad Tea Mixed Berries & Hibiscus (20x2g),80.0,"[99, 174, 86]",6,6.0,6.0,6,6,6
1963,1,ropi01,959166,Labeta Chléb kmínový,560.0,"[200, 150, 45]",2,2.0,2.0,2,2,2
1964,1,ropi01,959259,Nutrifree světlý chléb bez lepku,158.0,"[130, 150, 40]",4,4.0,4.0,4,4,4
1965,1,ropi01,959289,Nutrifree Panfette celozrnný krájený chléb bez lepku,412.0,"[165, 240, 60]",2,2.0,2.0,2,2,2
1966,1,ropi01,959436,Nestlé Máslové sušenky,188.0,"[220, 160, 65]",7,6.0,6.0,7,7,6
1967,1,ropi01,959733,L´OR Guatemala kapsle,80.0,"[155, 33, 79]",11,11.0,11.0,11,11,11
1968,1,ropi01,959748,L´OR Profondo lungo kapsle,160.0,"[155, 33, 157]",1,1.0,1.0,1,1,1
1969,1,ropi01,961116,Madhurí Bezlepkové perníčky s datlovým sirupem,114.0,"[185, 110, 45]",5,5.0,5.0,6,6,5
1970,1,ropi01,961167,Indiana Jerky Krůtí maso sušené,102.0,"[255, 165, 20]",2,2.0,2.0,2,2,2
1971,1,ropi01,961185,Druid Vegetariánská pomazánka s hlívou ústřičnou bez lepku,106.0,"[28, 83, 83]",8,6.0,6.0,8,8,6
1972,1,ropi01,961221,NOMINAL BIO Nomina Cereální kaše pohanková,346.0,"[190, 145, 45]",2,2.0,2.0,2,2,2
1973,1,ropi01,961506,Extrudo Crispins BIO protein křehký plátek,140.0,"[145, 125, 48]",13,13.0,13.0,13,13,13
1974,1,ropi01,961515,Extrudo Crispins BIO cizrnový křehký plátek,136.0,"[145, 125, 48]",8,8.0,8.0,8,8,8
1975,1,ropi01,961674,Tchibo Cafissimo Caffé Crema Mild 10ks,118.0,"[53, 61, 200]",4,4.0,4.0,4,4,4
1976,1,ropi01,961824,Weider Protein Cookie Double Choco Chips,106.0,"[120, 160, 15]",7,7.0,7.0,7,7,7
1977,1,ropi01,962226,Bonduelle Vapeur mini quinoa,240.0,"[134, 42, 68]",8,2.0,2.0,8,8,2
1978,1,ropi01,962385,Winston Classic tabák,106.0,"[133, 97, 101]",1,1.0,1.0,1,1,1
1979,1,ropi01,962775,Sonnentor BIO Rooibos přírodní,120.0,"[140, 70, 45]",9,9.0,9.0,9,9,9
1980,1,ropi01,962970,Sonnentor BIO Čaj štěstí,30.0,"[120, 70, 80]",3,3.0,3.0,3,3,3
1981,1,ropi01,963288,Dr.Ensa Kukuřice bbq,160.0,"[200, 148, 45]",3,3.0,3.0,3,3,3
1982,1,ropi01,963435,Allnature BIO Rýžová kaše instantní,210.0,"[190, 100, 60]",16,16.0,16.0,16,16,16
1983,1,ropi01,963615,HEETS Amber Selection,22.0,"[122, 94, 118]",16,10.0,10.0,28,28,10
1984,1,ropi01,963618,HEETS Yellow Selection,22.0,"[122, 94, 118]",15,12.0,11.0,27,27,12
1985,1,ropi01,963621,HEETS Turquoise Selection,22.0,"[122, 94, 118]",16,9.0,9.0,27,27,9
1986,1,ropi01,963627,HEETS Sienna Selection,22.0,"[122, 94, 118]",17,10.0,9.0,26,26,10
1987,1,ropi01,963630,HEETS Bronze Selection,22.0,"[122, 94, 118]",12,11.0,10.0,23,22,11
1988,1,ropi01,963633,HEETS Blue Selection,24.0,"[122, 94, 118]",21,14.0,13.0,35,35,14
1989,1,ropi01,963816,Adveni Tapiokový škrob bez lepku,257.0,"[200, 160, 30]",11,11.0,11.0,11,11,11
1990,1,ropi01,963822,Adveni Ovesná mouka bez lepku,257.0,"[200, 160, 30]",8,8.0,8.0,8,8,8
1991,1,ropi01,963942,Pedigree Biscrok original Sušenky pro psy,532.0,"[212, 139, 63]",7,7.0,7.0,7,7,7
1992,1,ropi01,964098,Janova pec První Pečené müsli kakaové bez lepku,385.0,"[160, 130, 55]",3,2.0,2.0,3,3,2
1993,1,ropi01,964107,Janova pec První Pečené müsli ořechové bez lepku,435.0,"[160, 130, 55]",5,5.0,5.0,5,5,5
1994,1,ropi01,964299,Dr. Oetker Tapioca Pearls,74.0,"[150, 120, 10]",5,5.0,5.0,5,5,5
1995,1,ropi01,964818,Freche Freunde BIO Křupky kukuřice a mrkev,30.0,"[220, 140, 45]",1,1.0,1.0,1,1,1
1996,1,ropi01,964848,Freche Freunde BIO Ovocné chipsy jahoda,20.0,"[160, 120, 35]",2,2.0,2.0,2,2,2
1997,1,ropi01,964980,Neutrogena Hydro boost pleťové ubrousky,186.0,"[90, 34, 110]",10,11.0,11.0,11,11,11
1998,1,ropi01,965172,Kiddylicious Ovocné polštářky jahody a banán,10.0,"[100, 102, 10]",11,11.0,11.0,13,12,11
1999,1,ropi01,965355,Cornish Sea salt flakes mořská vločková sůl,172.0,"[85, 98, 98]",0,0.0,,4,1,0
2000,1,ropi01,965580,Sonnentor BIO Smokey paprika uzená,59.0,"[110, 55, 35]",1,0.0,,1,1,0
2001,1,ropi01,965673,HEETS Willow Selection,22.0,"[122, 94, 118]",1,1.0,1.0,1,1,1
2002,1,ropi01,965883,Dreamies Pamlsky s lákavým hovězím pro kočky,64.0,"[175, 110, 25]",2,2.0,2.0,2,2,2
2003,1,ropi01,965934,Flipz Preclíky se slaným karamelem,94.0,"[180, 120, 47]",4,4.0,4.0,4,4,4
2004,1,ropi01,966291,Always Discreet Liners long,205.0,"[181, 79, 164]",3,3.0,3.0,3,3,3
2005,1,ropi01,966426,Rohlik.cz Zrnková káva Cuba Serrano Superior,260.0,"[200, 100, 80]",3,3.0,3.0,4,4,3
2006,1,ropi01,967119,Kotányi Salát francouzský,20.0,"[135, 90, 5]",7,9.0,9.0,9,9,9
2007,1,ropi01,967887,Avokádo Marináda tekutá pivní medová,98.0,"[150, 110, 12]",2,2.0,2.0,2,2,2
2008,1,ropi01,967956,Avokádo Marináda tekutá gril,265.0,"[160, 74, 48]",1,1.0,1.0,1,1,1
2009,1,ropi01,968034,George and Stephen Mr. Strawberry sušené jahody celé z Vietnamu,50.0,"[170, 130, 18]",5,5.0,5.0,5,5,5
2010,1,ropi01,968064,Curaprox Prime start 07 mezizubní kartáček,22.0,"[152, 60, 14]",2,2.0,2.0,2,2,2
2011,1,ropi01,968073,Curaprox Prime start 11 mezizubní kartáček,24.0,"[152, 60, 14]",3,1.0,1.0,3,3,1
2012,1,ropi01,968403,Yoggies B.A.R.F. Sušené krůtí maso pro psy,50.0,"[180, 105, 10]",4,4.0,4.0,4,4,4
2013,1,ropi01,968568,Varta Energy AAA alkalická baterie,48.0,"[120, 80, 20]",8,8.0,8.0,8,8,8
2014,1,ropi01,968571,Varta Energy AA alkalická baterie,96.0,"[120, 82, 20]",12,9.0,9.0,12,12,9
2015,1,ropi01,968574,Varta Energy AAA alkalická baterie,120.0,"[120, 120, 80]",24,21.0,21.0,24,24,21
2016,1,ropi01,968577,Varta Energy AA Alkaline baterie,238.0,"[120, 167, 20]",27,22.0,22.0,27,27,22
2017,1,ropi01,968580,Varta Energy C Alkaline baterie,140.0,"[120, 80, 30]",1,1.0,1.0,2,2,1
2018,1,ropi01,968583,Varta Energy D alkalická baterie,278.0,"[120, 80, 35]",1,1.0,1.0,1,1,1
2019,1,ropi01,968586,Varta Energy 9V Alkaline baterie,48.0,"[120, 80, 20]",3,2.0,2.0,3,3,2
2020,1,ropi01,969711,Louie Kompletní krmivo kuřecí s rýží pro psy,470.0,"[110, 75, 75]",6,6.0,6.0,6,6,6
2021,1,ropi01,970422,Dr. Oetker Malinová náplň,60.0,"[150, 120, 10]",2,2.0,2.0,2,2,2
2022,1,ropi01,971409,Garnier Moisture + Aqua Bomb Superhydratační textilní maska s granátovým jablkem,34.0,"[175, 130, 5]",2,2.0,2.0,5,2,2
2023,1,ropi01,972450,P&S Black L cigaretový tabák,50.0,"[122, 94, 118]",2,2.0,2.0,2,2,2
2024,1,ropi01,972780,West Red cigaretový tabák,30.0,"[91, 61, 25]",1,1.0,1.0,1,1,1
2025,1,ropi01,973083,"Kubík baby Kapsička mrkev, jablko a jahoda",113.0,"[157, 35, 80]",4,4.0,4.0,4,4,4
2026,1,ropi01,973158,Nutrilon Pronutra Vícezrnná kaše s ovocem,267.0,"[200, 130, 45]",1,1.0,1.0,1,1,1
2027,1,ropi01,973197,Nutrilon Pronutra První kaše rýžová s příchutí vanilky,267.0,"[200, 130, 45]",2,2.0,2.0,2,2,2
2028,1,ropi01,973200,Nutrilon Pronutra Piškotová kaše se 7 druhy obilovin,267.0,"[200, 130, 45]",4,4.0,4.0,4,4,4
2029,1,ropi01,973233,Bel Baby prsní vložky,120.0,"[170, 95, 95]",4,4.0,4.0,4,4,4
2030,1,ropi01,973236,"Hami Disney Ledové království Kapsička jablko, jahoda a banán",119.0,"[175, 86, 42]",10,8.0,8.0,11,11,8
2031,1,ropi01,973401,Burton Blue Crush 17´s,46.0,"[21, 89, 99]",3,3.0,3.0,3,3,3
2032,1,ropi01,973404,Burton Purple Crush 17´s,46.0,"[21, 89, 99]",3,3.0,3.0,3,3,3
2033,1,ropi01,973443,West Red L cigaretový tabák,63.0,"[122, 94, 118]",1,1.0,1.0,1,1,1
2034,1,ropi01,974637,Biosaurus BIO Dětské bezlepkové těstoviny,205.0,"[210, 100, 70]",2,2.0,2.0,2,2,2
2035,1,ropi01,975675,B.yond Rýžové chipsy smetana a pažitka,76.0,"[265, 170, 50]",5,5.0,5.0,5,5,5
2036,1,ropi01,975780,"VELO Tropic Breeze X-Strong (10,9 mg)",14.0,"[112, 94, 118]",1,0.0,,3,3,0
2037,1,ropi01,976065,Good Gout BIO Kapsička jablko a fíky,130.0,"[165, 80, 35]",2,2.0,2.0,2,2,2
2038,1,ropi01,976104,Sunar BIO Kapsička jablko a banán,110.0,"[154, 78, 33]",6,6.0,6.0,6,6,6
2039,1,ropi02,1073847,Sunar Piškotová kaše mléčná,288.0,"[200, 130, 60]",4,4.0,4.0,4,4,4
2040,1,ropi02,1085232,VEPY Žitné placky celozrnné,105.0,"[100, 300, 140]",1,1.0,1.0,1,1,1
2041,1,ropi02,1106826,Domestos Power 5 Limetka tuhý WC blok triopack 3 x 55g,220.0,"[167, 162, 40]",3,3.0,3.0,3,3,3
2042,1,ropi02,1117830,Domestos Power 5+ Blue Water Ocean WC blok 3 x 55g,231.0,"[200, 170, 40]",9,9.0,9.0,9,9,9
2043,1,ropi02,1292472,Somat Čistič myčky při plném cyklu,120.0,"[220, 143, 32]",5,4.0,4.0,5,5,4
2044,1,ropi02,1292667,Brit Mono protein Konzerva pro psy – hovězí,462.0,"[110, 72, 72]",3,2.0,2.0,3,3,2
2045,1,ropi02,1293582,West Red XL cigaretový tabák,105.0,"[122, 94, 118]",3,3.0,3.0,3,3,3
2046,1,ropi02,1294887,Marty Monoprotein 100% maso pro psy – vepřové,460.0,"[108, 75, 75]",3,3.0,3.0,3,3,3
2047,1,ropi02,1298006,Shake-it Protein snack thajské curry,70.0,"[225, 100, 40]",2,2.0,2.0,2,2,2
2048,1,ropi02,1301831,Oxalis BIO Heřmánek pravý,50.0,"[170, 80, 50]",7,7.0,7.0,7,7,7
2049,1,ropi02,1303049,Beauty Formulas Čistící houbička na pleť z konjacu,10.0,"[170, 130, 50]",4,5.0,5.0,5,5,5
2050,1,ropi02,1303844,Hami Mléčná kaše se 7 obilninami s banánem a jahodami,220.0,"[250, 135, 52]",9,9.0,9.0,9,9,9
2051,1,ropi02,1303859,"Hami Mléčná kaše ovesno-žitná s banánem, jahodami a malinami",220.0,"[250, 135, 52]",9,9.0,9.0,9,9,9
2052,1,ropi02,1303904,Hami Mléčná kaše ovesno-žitná s jablkem a hruškou,220.0,"[250, 135, 52]",2,2.0,2.0,2,2,2
2053,1,ropi02,1303919,"Hami Mléčná kaše se 7 obilninami s jablkem, banánem a pomerančem",220.0,"[250, 135, 52]",3,3.0,3.0,3,3,3
2054,1,ropi02,1303934,Hami Mléčná kaše jáhlovo-rýžová s jablkem a banánem,220.0,"[250, 135, 52]",3,3.0,3.0,3,3,3
2055,1,ropi02,1304264,Kneipp Sůl do koupele goodbye stress,60.0,"[150, 90, 12]",1,1.0,1.0,1,1,1
2056,1,ropi02,1306949,"VELO Freeze X-Strong (10,9 mg)",14.0,"[20, 85, 85]",1,1.0,1.0,1,1,1
2057,1,ropi02,1309739,Brit Premium by Nature Chicken & Liver tyčinky pro kočky,17.0,"[150, 100, 20]",0,,,1,0,0
2058,1,ropi02,1314119,JOXTY ENJOY Bramborové chipsy s mrkví a cibulí,44.0,"[260, 160, 35]",2,2.0,2.0,2,2,2
2059,1,ropi02,1341521,Leros Dětský čaj Klidné sny,40.0,"[80, 73, 65]",13,13.0,13.0,13,13,13
2060,1,ropi02,1341596,Dilmah Zelený čaj Jasmín,60.0,"[78, 130, 78]",11,11.0,11.0,11,11,11
2061,1,ropi02,1341626,Leros Imunita max Echinacea a sedmikráska,30.0,"[80, 73, 65]",21,22.0,22.0,22,22,22
2062,1,ropi02,1345196,"Hamánek Ovocná kapsička jahoda, meruňka a jablko",109.0,"[160, 78, 36]",1,1.0,1.0,1,1,1
2063,1,ropi02,1346081,Vitana Bez lepku Hovězí bujón,70.0,"[27, 115, 57]",9,9.0,9.0,9,9,9
2064,1,ropi02,1346111,Vitana Bez lepku Zeleninový bujón,66.0,"[27, 115, 57]",5,5.0,5.0,5,5,5
2065,1,ropi02,1357532,Joyetech eGo Pod elektronická cigareta 1000 mAh Rainbow,73.0,"[100, 35, 30]",0,0.0,,2,2,0
2066,1,ropi02,1357562,Liqua American Blend  18 mg CZ,20.0,"[122, 94, 118]",0,0.0,,2,2,0
2067,1,ropi02,1362280,Dr.Oetker Černé kakao,95.0,"[158, 100, 40]",2,2.0,2.0,2,2,2
2068,1,ropi02,1373995,Alnatura BIO Zeleninové tortellini,262.0,"[220, 147, 20]",6,6.0,6.0,6,6,6
2069,1,ropi02,1374010,Alnatura BIO Sýrové tortellini,262.0,"[220, 147, 20]",4,4.0,4.0,4,4,4
2070,1,ropi02,1374355,Alnatura BIO Křupavé ovesné müsli s lesními plody,380.0,"[190, 115, 70]",2,2.0,2.0,2,2,2
2071,1,ropi02,1374940,Alnatura BIO Gumoví medvídci mix,104.0,"[170, 120, 20]",4,4.0,4.0,4,4,4
2072,1,ropi02,1375510,Alnatura BIO Směs semínek do salátu,110.0,"[180, 110, 40]",5,5.0,5.0,5,5,5
2073,1,ropi02,1376155,Alnatura BIO Dětská kaše ovesno-banánová,286.0,"[170, 125, 45]",4,4.0,4.0,4,4,4
2074,1,ropi02,1377025,Alnatura BIO Kopřivový čaj,52.0,"[162, 65, 45]",6,6.0,6.0,6,6,6
2075,1,ropi02,1377085,Alnatura BIO Pudinková rýže,505.0,"[145, 80, 55]",4,4.0,4.0,4,4,4
2076,1,ropi02,1377100,Alnatura BIO Mátový čaj,52.0,"[160, 66, 46]",12,12.0,12.0,12,12,12
2077,1,ropi02,1377385,Alnatura BIO Čočkový hrnec,470.0,"[110, 75, 75]",9,6.0,6.0,9,9,6
2078,1,ropi02,1377490,"Alnatura BIO Bourbon vanilkový cukr, 3x8g",26.0,"[121, 70, 15]",7,7.0,7.0,7,7,7
2079,1,ropi02,1384751,Akinu Trénink jehněčí lupínky s treskou pro psy,130.0,"[200, 140, 20]",6,6.0,6.0,6,6,6
2080,1,ropi02,1391201,Linteo Baby Vlhčené ubrousky aqua sensitive,284.0,"[40, 210, 100]",8,8.0,8.0,8,8,8
2081,1,ropi02,1391326,Masuyamiso Ramen polévka Tantan,52.0,"[5, 70, 115]",4,4.0,4.0,4,4,4
2082,1,ropi02,1391451,Yutaka Sushi rýže krátkozrnná,550.0,"[158, 44, 108]",5,5.0,5.0,5,5,5
2083,1,ropi02,1391601,Yutaka Mořská řasa Wakame,40.0,"[35, 132, 195]",18,17.0,17.0,18,18,17
2084,1,ropi02,1391676,Põnn BIO Kapsička meruňka s jablkem,108.0,"[164, 75, 38]",4,4.0,4.0,4,4,4
2085,1,ropi02,1391726,Põnn BIO Kapsička hovězí maso se zeleninovým pyré,120.0,"[164, 75, 38]",6,6.0,6.0,6,6,6
2086,1,ropi02,1393226,It´s Natural BIO Sušená rajčata s medvědím česnekem,24.0,"[160, 100, 10]",5,5.0,5.0,6,5,5
2087,1,ropi02,1396348,Whiskas Kapsičky klasický výběr ve šťávě pro dospělé kočky 4x100 g,410.0,"[140, 190, 30]",14,14.0,14.0,14,14,14
2088,1,ropi02,1396393,Hami Mléčná kaše rýžová straciatella,267.0,"[200, 130, 46]",11,11.0,11.0,11,11,11
2089,1,ropi02,1396408,Hami Mléčná kaše krupicová medová,267.0,"[200, 130, 46]",7,7.0,7.0,7,7,7
2090,1,ropi02,1396573,Hami Mléčná kaše rýžová s vanilkovou příchutí,268.0,"[200, 130, 46]",6,6.0,6.0,6,6,6
2091,1,ropi02,1398433,Heera Koriandr mletý,110.0,"[180, 110, 10]",9,7.0,7.0,9,9,7
2092,1,ropi02,1398463,Heera Tandoori masala,100.0,"[180, 110, 10]",6,4.0,3.0,7,7,4
2093,1,ropi02,1398553,Heera Kari Madras,104.0,"[180, 110, 10]",5,5.0,5.0,5,5,5
2094,1,ropi02,1403318,VEPY Bramborové mini placky,52.0,"[210, 150, 80]",2,2.0,2.0,2,2,2
2095,1,ropi02,1403668,Moassel Red Pip,74.0,"[122, 94, 118]",1,1.0,1.0,1,1,1
2096,1,ropi02,1403698,Křehké tyčinky kukuřičné bez lepku,90.0,"[190, 140, 55]",7,7.0,7.0,7,7,7
2097,1,ropi02,1407193,"Freche Freunde BIO Zeleninové tyčinky s rajčetem, kukuřicí a hráškem",34.0,"[160, 150, 60]",2,2.0,2.0,2,2,2
2098,1,ropi02,1408118,Wrigley's Orbit Žvýkačky bez cukru s melounovou příchutí,82.0,"[81, 53, 53]",8,7.0,7.0,8,8,7
2099,1,ropi02,1410858,Felix Fantastic Kapsičky s hovězím a kuřecím v želé pro kočky (4×85 g),365.0,"[140, 190, 33]",6,6.0,6.0,6,6,6
2100,1,ropi02,1410883,Felix Fantastic Kapsičky s lososem a platýsem v želé pro kočky (4×85 g),365.0,"[140, 190, 33]",5,7.0,5.0,7,7,7
2101,1,ropi02,1410993,VELO X-Freeze Ultra (15 mg),14.0,"[20, 85, 85]",5,5.0,5.0,5,5,5
2102,1,ropi02,1410998,HEETS Russet Selection,22.0,"[75, 120, 20]",19,14.0,14.0,19,19,14
2103,1,ropi02,1411788,"Hamánek Ovocná kapsička jablko, mrkev a červená řepa",109.0,"[160, 78, 36]",5,5.0,5.0,5,5,5
2104,1,ropi02,1411808,Hamánek Ovocná kapsička jablko a dýně,109.0,"[170, 68, 36]",5,5.0,5.0,5,5,5
2105,1,ropi02,1411818,"Hamánek Ovocná kapsička banán, broskev a jablko",109.0,"[170, 68, 36]",2,1.0,1.0,2,2,1
2106,1,ropi02,1411828,"Hamánek Ovocná kapsička jablko, banán a špenát",109.0,"[170, 68, 36]",6,1.0,1.0,6,6,1
2107,1,ropi02,1412478,Arax Rýže černá střednězrnná,305.0,"[140, 85, 40]",4,4.0,4.0,4,4,4
2108,1,ropi02,1412508,Arax Fazole mungo,514.0,"[160, 100, 55]",2,2.0,2.0,2,2,2
2109,1,ropi02,1412513,Arax Bulgur s rajčaty a olivami,332.0,"[160, 80, 50]",13,13.0,13.0,13,13,13
2110,1,ropi02,1412943,Milka Oreo Cookie Sensations kakaové sušenky s vanilkovou náplní,171.0,"[95, 176, 41]",8,8.0,8.0,8,8,8
2111,1,ropi02,1413053,Oreo Sušenky s vanilkovou náplní a bílou polevou,278.0,"[125, 175, 35]",6,6.0,6.0,6,6,6
2112,1,ropi02,1413668,VELO Mini Berry Frost Medium (6 mg),14.0,"[20, 85, 85]",4,4.0,4.0,4,4,4
2113,1,ropi02,1414748,Tyrrells Brambůrky s příchutí zralého cheddaru a pažitky,157.0,"[275, 180, 30]",9,8.0,8.0,9,9,8
2114,1,ropi02,1414753,Tyrrells Brambůrky s mořskou solí a jablečným octem,157.0,"[275, 180, 30]",8,8.0,8.0,8,8,8
2115,1,ropi02,1414768,Tyrrells Brambůrky s příchutí sladkého chilli a červené papriky,157.0,"[275, 180, 30]",10,10.0,10.0,10,10,10
